tid;gid;sid;latitude;longitude;time;direction_inference;speed_inference_m_s;distance_inference_m;label
23;1305;40;-0.013;-36.838;2004-08-15 11:04:00;49.6865;1.56957;6027.13;STOP
23;1306;40;0.101;-36.817;2004-08-15 12:00:00;2.14033;3.83616;12889.5;STOP
23;1307;40;0.149;-36.81;2004-08-15 12:24:00;0.271997;3.7457;5393.81;STOP
23;1308;40;0.222;-36.799;2004-08-15 13:00:00;3.00919;3.8004;8208.87;STOP
23;1309;40;0.335;-36.788;2004-08-15 14:00:00;0.986026;3.50678;12624.4;STOP
23;1310;40;0.36;-36.786;2004-08-15 14:13:00;1.24007;3.57533;2788.75;STOP
23;1311;40;0.463;-36.78;2004-08-15 15:00:00;3.33385;4.06826;11472.5;STOP
23;1312;40;0.513;-36.78;2004-08-15 15:24:00;0.698694;3.86093;5559.75;STOP
23;1313;40;0.595;-36.781;2004-08-15 16:00:00;1.24939;4.2216;9118.66;STOP
23;1314;40;0.742;-36.786;2004-08-15 17:07:00;88.6462;4.06843;16355.1;STOP
23;1315;40;0.745;-36.734;2004-08-15 18:00:00;164.603;1.82115;5791.26;STOP
23;1316;40;0.748;-36.748;2004-08-15 18:27:00;3.12213;0.982679;1591.94;STOP
23;1317;40;0.751;-36.767;2004-08-15 19:00:00;0.489696;1.08015;2138.7;STOP
23;1318;40;0.753;-36.779;2004-08-15 19:19:00;2.72848e-12;1.18652;1352.63;STOP
23;1319;40;0.757;-36.803;2004-08-15 20:00:00;1.2508;1.0997;2705.26;STOP
23;1320;40;0.764;-36.84;2004-08-15 21:03:00;60.9076;1.10763;4186.84;STOP
23;1321;40;0.716;-36.88;2004-08-15 22:00:00;8.3013;2.03142;6947.44;STOP
23;1322;40;0.685;-36.899;2004-08-15 22:18:00;4.93922;3.74342;4042.89;STOP
23;1323;40;0.623;-36.93;2004-08-15 23:00:00;0.469627;3.05862;7707.72;STOP
23;1324;40;0.574;-36.954;2004-08-15 23:34:00;12.1947;2.97399;6066.94;STOP
23;1325;40;0.555;-36.969;2004-08-15 23:57:00;30.49;1.9505;2691.69;STOP
23;1326;40;0.482;-36.979;2004-08-16 01:00:00;64.1101;2.16747;8193.03;STOP
23;1327;40;0.476;-36.97;2004-08-16 01:13:00;40.2499;1.54196;1202.73;STOP
23;1328;40;0.41;-36.951;2004-08-16 02:00:00;17.7957;2.70812;7636.9;STOP
23;1329;40;0.344;-36.953;2004-08-16 03:00:00;15.458;2.03951;7342.23;STOP
23;1330;40;0.258;-36.932;2004-08-16 03:58:00;0.96649;2.82866;9843.73;STOP
23;1331;40;0.155;-36.905;2004-08-16 05:00:00;5.78349;3.18281;11840;STOP
23;1332;40;0.08;-36.877;2004-08-16 05:51:00;0.565232;2.9091;8901.84;STOP
23;1333;40;-0.024;-36.837;2004-08-16 06:57:00;5.36935;3.12882;12390.1;STOP
23;1334;40;-0.106;-36.814;2004-08-16 07:49:00;7.53806;3.03521;9469.87;STOP
23;1335;40;-0.113;-36.813;2004-08-16 08:00:00;105.895;1.19131;786.267;STOP
23;1336;40;-0.104;-36.879;2004-08-16 08:46:00;8.18023;2.68361;7406.77;STOP
23;1337;40;-0.096;-36.907;2004-08-16 09:00:00;0.821389;3.85481;3238.04;STOP
23;1338;40;-0.086;-36.944;2004-08-16 09:19:00;3.02925;3.73844;4261.82;STOP
23;1339;40;-0.08;-36.972;2004-08-16 09:33:00;16.645;3.79064;3184.14;STOP
23;1340;40;-0.063;-37.003;2004-08-16 10:00:00;79.6952;2.42675;3931.33;STOP
23;1341;40;0.051;-36.965;2004-08-16 11:00:00;15.0436;3.71164;13361.9;STOP
23;1342;40;0.186;-36.957;2004-08-16 12:03:00;2.48196;3.97821;15037.6;STOP
23;1343;40;0.312;-36.955;2004-08-16 13:00:00;4.08921;4.09717;14012.3;STOP
23;1344;40;0.42;-36.961;2004-08-16 13:47:00;6.28249;4.2651;12027.6;STOP
23;1345;40;0.45;-36.966;2004-08-16 14:00:00;3.2824;4.33572;3381.86;STOP
23;1346;40;0.607;-36.983;2004-08-16 15:07:00;0.824099;4.36807;17559.6;STOP
23;1347;40;0.735;-36.995;2004-08-16 16:00:00;22.5544;4.49539;14295.4;STOP
23;1348;40;0.777;-36.982;2004-08-16 16:50:00;123.708;1.62958;4888.75;STOP
23;1349;40;0.761;-36.969;2004-08-16 18:00:00;154.209;0.545776;2292.26;STOP
23;1350;40;0.776;-37.001;2004-08-16 19:00:00;1.45022;1.09152;3929.47;STOP
23;1351;40;0.788;-37.025;2004-08-16 19:44:00;7.12502;1.1301;2983.45;STOP
23;1352;40;0.794;-37.034;2004-08-16 20:00:00;8.74616;1.25279;1202.68;STOP
23;1353;40;0.814;-37.077;2004-08-16 20:40:00;14.6158;2.19702;5272.84;STOP
23;1354;40;0.833;-37.1;2004-08-16 21:00:00;109.004;2.76422;3317.06;STOP
23;1355;40;0.761;-37.127;2004-08-16 22:00:00;0.902221;2.3751;8550.35;STOP
23;1356;40;0.663;-37.162;2004-08-16 23:07:00;9.57323;2.87839;11571.1;STOP
23;1357;40;0.618;-37.17;2004-08-16 23:45:00;11.1699;2.22904;5082.22;STOP
23;1358;40;0.6;-37.177;2004-08-17 00:00:00;0.0412794;2.38613;2147.51;STOP
23;1359;40;0.533;-37.203;2004-08-17 00:51:00;64.9548;2.61154;7991.3;STOP
23;1360;40;0.463;-37.136;2004-08-17 02:00:00;22.0796;2.60247;10774.2;STOP
23;1361;40;0.39;-37.107;2004-08-17 03:00:00;16.6235;2.42618;8734.26;STOP
23;1362;40;0.356;-37.104;2004-08-17 03:50:00;4.79868;1.26511;3795.32;STOP
23;1363;41;0.258;-37.087;2004-08-17 05:00:00;7.2616;2.63329;11059.8;MOVE
23;1364;41;0.206;-37.071;2004-08-17 05:39:00;1.86768;2.58532;6049.65;MOVE
23;1365;41;0.174;-37.06;2004-08-17 06:00:00;0.145698;2.98619;3762.59;MOVE
23;1366;41;0.13;-37.045;2004-08-17 06:31:00;1.27052;2.77907;5169.07;MOVE
23;1367;41;0.089;-37.03;2004-08-17 07:00:00;13.1797;2.78995;4854.52;MOVE
23;1368;42;0.057;-37.009;2004-08-17 07:28:00;49.6001;2.53335;4256.02;STOP
23;1369;42;0.056;-37.001;2004-08-17 08:00:00;11.0702;0.466918;896.482;STOP
23;1370;42;0.058;-36.972;2004-08-17 08:15:00;10.6988;3.59146;3232.31;STOP
23;1371;42;0.049;-36.896;2004-08-17 09:00:00;34.1608;3.1518;8509.86;STOP
23;1372;42;0.036;-36.881;2004-08-17 09:12:00;3.21757;3.06549;2207.16;STOP
23;1373;42;-0.029;-36.814;2004-08-17 10:00:00;25.312;3.60414;10379.9;STOP
23;1374;42;-0.141;-36.772;2004-08-17 11:00:00;1.74416;3.69464;13300.7;STOP
23;1375;42;-0.232;-36.741;2004-08-17 11:47:00;0.986987;3.79069;10689.8;STOP
23;1376;42;-0.257;-36.732;2004-08-17 12:00:00;0.702549;3.78785;2954.52;STOP
23;1377;42;-0.372;-36.689;2004-08-17 13:00:00;0.702549;3.79224;13652.1;STOP
23;1378;42;-0.422;-36.671;2004-08-17 13:26:00;2.39617;3.78784;5909.03;STOP
23;1379;42;-0.489;-36.65;2004-08-17 14:00:00;2.47129;3.82716;7807.41;STOP
23;1380;42;-0.609;-36.618;2004-08-17 15:00:00;9.54211;3.83601;13809.6;STOP
23;1381;42;-0.715;-36.608;2004-08-17 16:00:00;153.656;3.28861;11839;STOP
23;1382;42;-0.639;-36.655;2004-08-17 16:40:00;6.3258;4.14002;9936.06;STOP
23;1383;42;-0.599;-36.674;2004-08-17 17:00:00;2.11315;4.10334;4924.01;STOP
23;1384;42;-0.527;-36.705;2004-08-17 17:37:00;0.334814;3.92636;8716.51;STOP
23;1385;42;-0.479;-36.726;2004-08-17 18:00:00;2.08058;4.22157;5825.77;STOP
23;1386;42;-0.452;-36.739;2004-08-17 18:14:00;4.54869;3.96681;3332.12;STOP
23;1387;42;-0.359;-36.775;2004-08-17 19:00:00;1.58972;4.01769;11088.8;STOP
23;1388;42;-0.328;-36.788;2004-08-17 19:16:00;5.28705;3.8936;3737.86;STOP
23;1389;42;-0.239;-36.816;2004-08-17 20:00:00;0.971022;3.92975;10374.5;STOP
23;1390;42;-0.215;-36.824;2004-08-17 20:13:00;20.9518;3.60645;2813.03;STOP
23;1391;42;-0.124;-36.82;2004-08-17 20:55:00;18.7336;4.01925;10128.5;STOP
23;1392;42;-0.07;-36.799;2004-08-17 21:52:00;118.736;1.8838;6442.59;STOP
23;1393;42;-0.151;-36.731;2004-08-17 23:00:00;1.90609;2.88232;11759.9;STOP
23;1394;42;-0.202;-36.691;2004-08-17 23:35:00;0.346132;3.43195;7207.1;STOP
23;1395;42;-0.236;-36.664;2004-08-18 00:00:00;0.678025;3.21846;4827.69;STOP
23;1396;42;-0.276;-36.633;2004-08-18 00:27:00;4.43161;3.47355;5627.15;STOP
23;1397;42;-0.319;-36.594;2004-08-18 01:00:00;7.56635;3.26011;6455.02;STOP
23;1398;42;-0.429;-36.518;2004-08-18 02:05:00;39.8354;3.812;14866.8;STOP
23;1399;43;-0.517;-36.526;2004-08-18 03:00:00;24.6345;2.97742;9825.5;MOVE
23;1400;43;-0.585;-36.502;2004-08-18 03:40:00;12.8581;3.34097;8018.34;MOVE
23;1401;43;-0.611;-36.499;2004-08-18 04:00:00;2.0706;2.42521;2910.25;MOVE
23;1402;43;-0.703;-36.485;2004-08-18 05:00:00;23.6949;2.87436;10347.7;MOVE
23;1403;43;-0.733;-36.466;2004-08-18 05:23:00;61.2031;2.86124;3948.51;MOVE
23;1404;44;-0.782;-36.493;2004-08-18 06:00:00;32.6697;2.80218;6220.83;STOP
23;1405;44;-0.887;-36.486;2004-08-18 07:00:00;4.22882;3.25038;11701.4;STOP
23;1406;44;-0.979;-36.473;2004-08-18 07:54:00;0.547037;3.18874;10331.5;STOP
23;1407;44;-1.055;-36.463;2004-08-18 08:41:00;13.0602;3.02256;8523.63;STOP
23;1408;44;-1.079;-36.454;2004-08-18 08:55:00;5.48756;3.39296;2850.09;STOP
23;1409;44;-1.209;-36.419;2004-08-18 10:00:00;3.57193;3.83843;14969.9;STOP
23;1410;44;-1.268;-36.407;2004-08-18 10:30:00;2.47724;3.71931;6694.76;STOP
23;1411;44;-1.331;-36.397;2004-08-18 11:00:00;1.66559;3.94052;7092.94;STOP
23;1412;44;-1.384;-36.387;2004-08-18 11:26:00;1.62702;3.8444;5997.26;STOP
23;1413;44;-1.453;-36.376;2004-08-18 12:00:00;0.205884;3.80847;7769.28;STOP
23;1414;44;-1.575;-36.357;2004-08-18 13:01:00;0.390716;3.75115;13729.2;STOP
23;1415;44;-1.696;-36.339;2004-08-18 14:00:00;8.9089;3.84252;13602.5;STOP
23;1416;44;-1.824;-36.34;2004-08-18 15:00:00;152.145;3.95372;14233.4;STOP
23;1417;44;-1.743;-36.382;2004-08-18 16:00:00;24.0411;2.81793;10144.5;STOP
23;1418;44;-1.675;-36.386;2004-08-18 16:33:00;1.35691;3.82541;7574.31;STOP
23;1419;44;-1.618;-36.388;2004-08-18 17:00:00;1.04914;3.91482;6342.01;STOP
23;1420;44;-1.487;-36.395;2004-08-18 18:03:00;1.23046;3.85907;14587.3;STOP
23;1421;44;-1.367;-36.404;2004-08-18 19:00:00;0.580725;3.91253;13380.8;STOP
23;1422;44;-1.259;-36.411;2004-08-18 19:52:00;1.14466;3.85713;12034.2;STOP
23;1423;44;-1.192;-36.414;2004-08-18 20:25:00;26.1931;3.76642;7457.52;STOP
23;1424;44;-1.144;-36.393;2004-08-18 21:00:00;115.908;2.7741;5825.61;STOP
23;1425;44;-1.178;-36.364;2004-08-18 21:30:00;17.4109;2.76035;4968.63;STOP
23;1426;44;-1.225;-36.344;2004-08-18 22:00:00;42.282;3.15526;5679.46;STOP
23;1427;44;-1.311;-36.374;2004-08-18 23:00:00;43.617;2.81323;10127.6;STOP
33;1179;11;3.861;-41.795;2004-07-11 01:00:00;0.45;4.43;18354;MOVE
33;1180;11;3.856;-41.733;2004-07-11 01:30:00;3.52;3.83;6900.89;MOVE
33;1181;11;3.847;-41.67;2004-07-11 02:00:00;1.29;3.92;7060.74;MOVE
33;1182;11;3.832;-41.545;2004-07-11 03:00:00;1.16;3.88;13968.1;MOVE
33;1183;11;3.814;-41.417;2004-07-11 04:00:00;2.78;3.98;14341.6;MOVE
33;1184;11;3.81;-41.396;2004-07-11 04:10:00;0.9;3.95;2372;MOVE
33;1185;11;3.791;-41.287;2004-07-11 05:00:00;2.47;4.09;12276.8;MOVE
33;1186;11;3.768;-41.182;2004-07-11 05:49:00;2.71;4.06;11927.5;MOVE
33;1187;11;3.761;-41.156;2004-07-11 06:00:00;2.34;4.53;2987.99;MOVE
33;1188;11;3.74;-41.063;2004-07-11 06:40:00;0.72;4.41;10579.9;MOVE
33;1189;11;3.729;-41.017;2004-07-11 07:00:00;0.39;4.37;5248.62;MOVE
33;1190;11;3.697;-40.879;2004-07-11 08:00:00;0.3;4.37;15720.7;MOVE
33;1191;11;3.673;-40.773;2004-07-11 08:52:00;2.3;3.87;12061.2;MOVE
33;1192;11;3.634;-40.628;2004-07-11 10:00:00;1.96;4.08;16664.6;MOVE
33;1193;11;3.624;-40.585;2004-07-11 10:21:00;1;3.89;4899.64;MOVE
33;1194;11;3.606;-40.501;2004-07-11 11:00:00;1.1;4.07;9534.24;MOVE
33;1195;11;3.576;-40.373;2004-07-11 12:00:00;0.52;4.05;14591.4;MOVE
33;1196;11;3.566;-40.332;2004-07-11 12:19:00;0.62;4.11;4684.04;MOVE
33;1197;11;3.546;-40.246;2004-07-11 13:00:00;0.57;3.98;9800.02;MOVE
33;1198;11;3.511;-40.102;2004-07-11 14:07:00;2.54;4.09;16448.8;MOVE
33;1199;11;3.488;-39.985;2004-07-11 15:00:00;0.95;4.16;13235;MOVE
33;1200;11;3.481;-39.946;2004-07-11 15:18:00;2.22;4.07;4398.01;MOVE
33;1201;11;3.468;-39.853;2004-07-11 16:00:00;0.61;4.14;10422.8;MOVE
33;1202;12;3.452;-39.729;2004-07-11 16:57:00;37.08;4.06;13877.5;STOP
33;1203;12;3.402;-39.678;2004-07-11 17:49:00;69.07;2.54;7934.45;STOP
33;1204;12;3.379;-39.688;2004-07-11 18:00:00;1.19;4.22;2787.98;STOP
33;1205;12;3.255;-39.745;2004-07-11 19:00:00;1.88;4.21;15170.7;STOP
33;1206;12;3.197;-39.774;2004-07-11 19:28:00;38.09;4.29;7208.26;STOP
33;1207;12;3.179;-39.812;2004-07-11 19:47:00;26.98;4.1;4669.57;STOP
33;1208;12;3.18;-39.847;2004-07-11 20:00:00;25.74;4.98;3887.42;STOP
33;1209;12;3.238;-39.959;2004-07-11 21:00:00;72.78;3.89;14007.3;STOP
33;1210;12;3.305;-39.947;2004-07-11 21:26:00;0.31;4.85;7568.23;STOP
33;1211;12;3.397;-39.93;2004-07-11 22:00:00;1.42;5.1;10402.5;STOP
33;1212;12;3.568;-39.894;2004-07-11 23:05:00;1.67;4.98;19429.6;STOP
33;1213;12;3.629;-39.883;2004-07-11 23:28:00;59.74;4.99;6891.86;STOP
33;1214;12;3.664;-39.924;2004-07-12 00:00:00;76.08;3.12;5987.2;STOP
33;1215;12;3.666;-39.923;2004-07-12 01:08:00;61.07;0.06;248.54;STOP
33;1216;12;3.682;-39.934;2004-07-12 02:00:00;104.53;0.69;2157.59;STOP
33;1217;12;3.686;-39.923;2004-07-12 03:00:00;103.04;0.36;1299.13;STOP
33;1218;12;3.706;-39.936;2004-07-12 03:58:00;6.46;0.76;2650.78;STOP
33;1219;12;3.726;-39.946;2004-07-12 05:00:00;1.74;0.67;2485.35;STOP
33;1220;12;3.739;-39.953;2004-07-12 05:42:00;14.26;0.65;1640.99;STOP
33;1221;12;3.743;-39.954;2004-07-12 06:00:00;166.69;0.42;458.41;STOP
33;1222;12;3.714;-39.939;2004-07-12 06:20:00;6.34;3.02;3628.86;STOP
33;1223;12;3.702;-39.931;2004-07-12 07:00:00;163.5;0.67;1602.64;STOP
33;1224;12;3.707;-39.937;2004-07-12 08:04:00;111.37;0.23;867.39;STOP
33;1225;12;3.701;-39.939;2004-07-12 08:18:00;29.74;0.84;703.11;STOP
33;1226;12;3.666;-39.932;2004-07-12 09:00:00;25.35;1.57;3968.58;STOP
33;1227;12;3.594;-39.95;2004-07-12 10:00:00;6.82;2.29;8251.46;STOP
33;1228;12;3.51;-39.982;2004-07-12 11:00:00;6;2.78;9992.75;STOP
33;1229;12;3.431;-40.022;2004-07-12 12:00:00;72.6;2.73;9842.56;STOP
33;1230;12;3.393;-39.983;2004-07-12 13:00:00;39.74;1.68;6049.26;STOP
33;1231;12;3.387;-39.907;2004-07-12 13:43:00;6.37;3.28;8462.37;STOP
33;1232;12;3.382;-39.881;2004-07-12 14:00:00;58.56;2.88;2939.09;STOP
33;1233;12;3.438;-39.83;2004-07-12 15:00:00;14.97;2.34;8415.48;STOP
33;1234;12;3.525;-39.785;2004-07-12 16:00:00;36.32;3.02;10887.2;STOP
33;1235;12;3.582;-39.794;2004-07-12 16:47:00;91.38;2.28;6416.33;STOP
33;1236;12;3.584;-39.779;2004-07-12 17:00:00;8.02;2.15;1679.45;STOP
33;1237;12;3.583;-39.645;2004-07-12 18:00:00;0.43;4.13;14871.4;STOP
33;1238;12;3.583;-39.512;2004-07-12 19:00:00;2.86;4.1;14760;STOP
33;1239;12;3.581;-39.472;2004-07-12 19:18:00;1.01;4.12;4444.68;STOP
33;1240;12;3.578;-39.379;2004-07-12 20:00:00;3.37;4.1;10326.3;STOP
33;1241;12;3.582;-39.228;2004-07-12 21:07:00;1.06;4.17;16763.6;STOP
33;1242;12;3.583;-39.103;2004-07-12 22:00:00;0.63;4.36;13872.7;STOP
33;1243;12;3.585;-38.998;2004-07-12 22:46:00;1.09;4.22;11654.8;STOP
33;1244;12;3.585;-38.964;2004-07-12 23:00:00;2.45;4.49;3773.23;STOP
33;1245;12;3.591;-38.824;2004-07-13 00:00:00;38.73;4.32;15551.1;STOP
33;1246;12;3.598;-38.816;2004-07-13 00:44:00;134.3;0.45;1180.7;STOP
33;1247;12;3.601;-38.854;2004-07-13 01:00:00;2.08;4.41;4230.24;STOP
33;1248;12;3.607;-38.995;2004-07-13 02:00:00;0.43;4.35;15661.7;STOP
33;1249;12;3.612;-39.138;2004-07-13 03:00:00;0.06;4.41;15879.1;STOP
33;1250;12;3.616;-39.249;2004-07-13 03:48:00;2.06;4.28;12326.1;STOP
33;1251;12;3.616;-39.276;2004-07-13 04:00:00;4.09;4.16;2996.29;STOP
33;1252;12;3.626;-39.416;2004-07-13 05:00:00;0.37;4.33;15576;STOP
33;1253;12;3.632;-39.493;2004-07-13 05:32:00;1.51;4.46;8570.85;STOP
33;1254;12;3.639;-39.56;2004-07-13 06:00:00;0.15;4.45;7475.7;STOP
33;1255;12;3.65;-39.668;2004-07-13 07:00:00;110.75;3.35;12047;STOP
33;1256;12;3.656;-39.665;2004-07-13 08:00:00;72.41;0.21;745.62;STOP
33;1257;12;3.644;-39.589;2004-07-13 09:00:00;12.64;2.37;8538.58;STOP
33;1258;12;3.623;-39.536;2004-07-13 09:38:00;5.53;2.78;6328.07;STOP
33;1259;12;3.603;-39.497;2004-07-13 10:00:00;3.23;3.69;4865.92;STOP
33;1260;12;3.569;-39.439;2004-07-13 11:00:00;9.13;2.07;7464.85;STOP
33;1261;12;3.548;-39.385;2004-07-13 11:26:00;11.38;4.12;6431.8;STOP
33;1262;12;3.544;-39.362;2004-07-13 11:45:00;7.14;2.27;2591.05;STOP
33;1263;12;3.543;-39.341;2004-07-13 12:00:00;5.45;2.59;2333.28;STOP
33;1264;12;3.547;-39.257;2004-07-13 13:00:00;57.02;2.59;9333.11;STOP
33;1265;12;3.559;-39.25;2004-07-13 13:15:00;56.05;1.72;1544.02;STOP
33;1266;12;3.563;-39.188;2004-07-13 14:00:00;9.47;2.55;6895.14;STOP
33;1267;12;3.554;-39.099;2004-07-13 15:00:00;2.15;2.76;9927.84;STOP
33;1268;12;3.543;-39.02;2004-07-13 16:00:00;8.02;2.46;8852.47;STOP
33;1269;12;3.533;-38.985;2004-07-13 16:43:00;15.95;1.57;4040.42;STOP
33;1270;12;3.533;-38.977;2004-07-13 17:00:00;4.14;0.87;887.87;STOP
33;1271;13;3.523;-38.839;2004-07-13 18:00:00;1.57;4.27;15356.1;MOVE
33;1272;13;3.518;-38.789;2004-07-13 18:22:00;8;4.23;5577.04;MOVE
33;1273;13;3.508;-38.748;2004-07-13 18:41:00;1.89;4.11;4684.31;MOVE
33;1274;13;3.496;-38.705;2004-07-13 19:00:00;2.38;4.35;4955.48;MOVE
33;1275;13;3.465;-38.573;2004-07-13 20:00:00;1.13;4.18;15050.7;MOVE
33;1276;13;3.454;-38.53;2004-07-13 20:20:00;0.57;4.11;4926.91;MOVE
33;1277;13;3.441;-38.477;2004-07-13 20:43:00;0.11;4.39;6057.67;MOVE
33;1278;13;3.432;-38.44;2004-07-13 21:00:00;0.52;4.14;4226.99;MOVE
33;1279;13;3.4;-38.303;2004-07-13 22:00:00;0.42;4.34;15617.4;MOVE
33;1280;13;3.393;-38.274;2004-07-13 22:13:00;0.21;4.25;3311.76;MOVE
33;1281;13;3.367;-38.168;2004-07-13 23:00:00;1.12;4.3;12116.1;MOVE
33;1282;13;3.336;-38.03;2004-07-14 00:00:00;1.69;4.36;15701.7;MOVE
33;1283;13;3.325;-37.987;2004-07-14 00:20:00;4.2;4.11;4927.53;MOVE
33;1284;13;3.308;-37.892;2004-07-14 01:00:00;2.31;4.46;10713.9;MOVE
33;1285;13;3.289;-37.754;2004-07-14 01:59:00;0.51;4.37;15464.5;MOVE
33;1286;13;3.271;-37.614;2004-07-14 03:00:00;0.39;4.28;15670.1;MOVE
33;1287;13;3.258;-37.518;2004-07-14 03:43:00;0.59;4.17;10755;MOVE
33;1288;13;3.253;-37.478;2004-07-14 04:00:00;0.31;4.39;4475.29;MOVE
33;1289;13;3.235;-37.34;2004-07-14 05:00:00;0.7;4.29;15450.5;MOVE
33;1290;13;3.231;-37.312;2004-07-14 05:12:00;1.01;4.36;3140.16;MOVE
33;1291;13;3.227;-37.28;2004-07-14 05:26:00;1.51;4.26;3580.32;MOVE
33;1292;13;3.215;-37.201;2004-07-14 06:00:00;0.27;4.35;8871.44;MOVE
33;1293;13;3.195;-37.065;2004-07-14 07:00:00;1.34;4.24;15261.8;MOVE
33;1294;13;3.182;-36.989;2004-07-14 07:33:00;1.31;4.32;8560.66;MOVE
33;1295;13;3.173;-36.928;2004-07-14 08:00:00;0.73;4.23;6846;MOVE
33;1296;13;3.151;-36.791;2004-07-14 09:00:00;1;4.28;15406;MOVE
33;1297;13;3.146;-36.763;2004-07-14 09:12:00;0.66;4.39;3158.08;MOVE
33;1298;13;3.137;-36.709;2004-07-14 09:36:00;0.66;4.22;6078.45;MOVE
33;1299;13;3.127;-36.653;2004-07-14 10:00:00;1.57;4.39;6316.26;MOVE
33;1300;13;3.107;-36.52;2004-07-14 11:00:00;1.2;4.15;14933.6;MOVE
33;1301;13;3.103;-36.489;2004-07-14 11:14:00;1.1;4.13;3470.6;MOVE
33;1302;13;3.088;-36.388;2004-07-14 12:00:00;1.37;4.11;11337.7;MOVE
33;1303;13;3.071;-36.251;2004-07-14 13:02:00;0.28;4.12;15328.7;MOVE
33;1304;13;3.055;-36.127;2004-07-14 14:00:00;1.86;3.99;13882.9;MOVE
33;1305;13;3.043;-36.053;2004-07-14 14:37:00;4.45;3.75;8324.41;MOVE
33;1306;13;3.039;-36.005;2004-07-14 15:00:00;0.58;3.88;5348.37;MOVE
33;1307;13;3.03;-35.882;2004-07-14 16:00:00;0.43;3.8;13694.4;MOVE
33;1308;13;3.026;-35.821;2004-07-14 16:31:00;2.81;3.65;6788.01;MOVE
33;1309;13;3.025;-35.76;2004-07-14 17:00:00;4.52;3.89;6774.35;MOVE
33;1310;14;3.014;-35.645;2004-07-14 18:00:00;97.19;3.56;12828.1;STOP
33;1311;14;2.965;-35.656;2004-07-14 19:00:00;47.5;1.55;5583.79;STOP
33;1312;14;2.895;-35.778;2004-07-14 19:58:00;0.3;4.49;15624.8;STOP
33;1313;14;2.877;-35.809;2004-07-14 20:12:00;0.4;4.74;3982.21;STOP
33;1314;14;2.817;-35.914;2004-07-14 21:00:00;0.29;4.66;13434.7;STOP
33;1315;14;2.743;-36.042;2004-07-14 22:00:00;0.31;4.56;16425.8;STOP
33;1316;14;2.719;-36.083;2004-07-14 22:19:00;1.66;4.63;5278.17;STOP
33;1317;14;2.664;-36.171;2004-07-14 23:00:00;0.11;4.69;11530;STOP
